GameId,Week,Team,Opponent,Offense Plays,Offense Drives,Offense Ppa,Offense TotalPPA,Offense SuccessRate,Offense Explosiveness,Offense PowerSuccess,Offense StuffRate,Offense LineYards,Offense LineYardsTotal,Offense SecondLevelYards,Offense SecondLevelYardsTotal,Offense OpenFieldYards,Offense OpenFieldYardsTotal,Offense StandardDowns Ppa,Offense StandardDowns SuccessRate,Offense StandardDowns Explosiveness,Offense PassingDowns Ppa,Offense PassingDowns SuccessRate,Offense PassingDowns Explosiveness,Offense RushingPlays Ppa,Offense RushingPlays TotalPPA,Offense RushingPlays SuccessRate,Offense RushingPlays Explosiveness,Offense PassingPlays Ppa,Offense PassingPlays TotalPPA,Offense PassingPlays SuccessRate,Offense PassingPlays Explosiveness,Defense Plays,Defense Drives,Defense Ppa,Defense TotalPPA,Defense SuccessRate,Defense Explosiveness,Defense PowerSuccess,Defense StuffRate,Defense LineYards,Defense LineYardsTotal,Defense SecondLevelYards,Defense SecondLevelYardsTotal,Defense OpenFieldYards,Defense OpenFieldYardsTotal,Defense StandardDowns Ppa,Defense StandardDowns SuccessRate,Defense StandardDowns Explosiveness,Defense PassingDowns Ppa,Defense PassingDowns SuccessRate,Defense PassingDowns Explosiveness,Defense RushingPlays Ppa,Defense RushingPlays TotalPPA,Defense RushingPlays SuccessRate,Defense RushingPlays Explosiveness,Defense PassingPlays Ppa,Defense PassingPlays TotalPPA,Defense PassingPlays SuccessRate,Defense PassingPlays Explosiveness
401523988,1,Stanford,Hawai'i,67,11,0.232012594,15.54484377,0.462686567,1.241752942,0.555555556,0.242424242,2.651515152,88,0.96969697,32,1.333333333,44,0.135807948,0.470588235,1.055376,0.538664903,0.4375,1.880759598,0.046746659,1.542639761,0.424242424,0.935286289,0.41182953,14.00220401,0.5,1.494137244,67,11,0.200468998,13.43142286,0.358208955,1.697974763,0.0,0.2,1.94,19,0.5,5,1.1,11.0,-0.105415575,0.358974359,1.213227058,0.626522511,0.357142857,2.376621549,-0.090584673,-0.905846735,0.2,1.32560248,0.251531046,14.33726959,0.385964912,1.731826788
401524003,2,Stanford,USC,66,14,-0.122132873,-8.06076961,0.393939394,1.156976697,0.333333333,0.230769231,1.884615385,74,1.128205128,44,2.230769231,87,-0.112439167,0.4375,1.038974162,-0.147982754,0.277777778,1.652587346,0.03233789,1.261177714,0.435897436,1.117186411,-0.102296214,-2.659701554,0.346153846,1.232136127,66,13,0.518513136,34.22186698,0.590909091,1.193631609,0.75,0.103448276,3.889655172,113,1.724137931,50,1.75862069,51.0,0.507253666,0.615384615,1.178846476,0.560334024,0.5,1.26122079,0.344631979,9.994327405,0.551724138,1.009559126,0.654798367,24.22753958,0.621621622,1.321682032
401524016,4,Stanford,Arizona,66,10,0.153372566,10.12258935,0.409090909,1.351992956,1.0,0.24137931,2.54137931,74,0.965517241,28,1.379310345,40,-0.09133474,0.472222222,0.777387134,0.447021333,0.333333333,2.328822854,0.175936398,5.102155531,0.482758621,0.924197817,0.135687401,5.020433823,0.351351351,1.812695415,67,11,0.177733029,11.90811296,0.537313433,0.956383889,0.666666667,0.228571429,3.357142857,118,0.942857143,33,0.4,14.0,0.120864465,0.576923077,0.827091352,0.374877385,0.4,1.602846574,0.276541581,9.678955342,0.628571429,0.795073464,0.069661175,2.229157615,0.4375,1.209871699
401524024,5,Stanford,Oregon,70,9,-0.104485172,-7.313962035,0.357142857,1.070678281,0.5,0.195121951,2.270731707,93,0.731707317,30,0.146341463,6,-0.147775041,0.434782609,0.8772788,-0.021512923,0.208333333,1.844276204,-0.101407413,-4.157703949,0.365853659,0.976470065,-0.108836486,-3.156258086,0.344827586,1.211990605,61,10,0.582347509,35.52319804,0.62295082,1.257665485,1.0,0.142857143,4.082142857,114,1.892857143,53,2.25,63.0,0.520939434,0.659574468,1.122129107,0.788503188,0.5,1.857898015,0.491598235,13.76475059,0.607142857,1.15290055,0.659346893,21.75844745,0.636363636,1.342475194
401524029,7,Stanford,Colorado,86,14,0.255788411,21.99780332,0.476744186,1.216816958,1.0,0.166666667,3.188888889,115,0.972222222,35,0.222222222,8,0.120455097,0.516129032,0.926239626,0.605399471,0.375,2.249980805,0.199491854,7.181706735,0.555555556,0.729958769,0.296321932,14.81609658,0.42,1.680491424,82,13,0.331927527,27.21805719,0.524390244,1.158435303,0.833333333,0.064516129,3.880645161,120,1.064516129,33,1.225806452,38.0,0.157122446,0.571428571,0.876900947,0.911544374,0.368421053,2.606326279,0.145650822,4.515175489,0.580645161,0.501509992,0.445154543,22.7028817,0.490196078,1.631421527
401524036,8,Stanford,UCLA,62,13,0.02335331,1.447905189,0.322580645,1.309574071,0.0,0.357142857,2.05,29,1.428571429,20,1.5,21,-0.239895037,0.324324324,0.87377963,0.412960862,0.32,1.963265733,-0.235594404,-3.298321662,0.357142857,0.755181334,0.098879726,4.746226851,0.3125,1.494371651,88,14,0.278743304,24.52941074,0.5,1.18599422,0.25,0.26,3.084,154,1.14,57,0.82,41.0,0.107913281,0.516666667,0.809307552,0.644807639,0.464285714,2.084247044,0.150227603,7.511380149,0.5,0.86319451,0.44784291,17.01803059,0.5,1.61073068
401524042,9,Stanford,Washington,80,14,0.296444953,23.71559625,0.4875,1.149510123,0.714285714,0.066666667,3.56,107,1.033333333,31,0.5,15,0.321087613,0.524590164,1.112547155,0.217329046,0.368421053,1.318483692,0.38433595,11.53007851,0.566666667,1.001773501,0.243710355,12.18551774,0.44,1.263670241,63,14,0.223062793,14.05295594,0.476190476,1.255686038,1.0,0.153846154,3.196153846,83,1.0,26,0.230769231,6.0,0.136604351,0.571428571,0.918899664,0.395979676,0.285714286,2.602831534,-0.141158479,-3.670120452,0.461538462,0.39274907,0.615088147,22.14317329,0.5,1.83097735
401524050,10,Stanford,Washington State,70,11,-0.0624239,-4.369673013,0.3,1.056760919,0.714285714,0.277777778,2.133333333,77,0.527777778,19,0.083333333,3,-0.154456748,0.363636364,0.837111795,0.093323997,0.192307692,1.759638115,-0.160478234,-5.777216411,0.333333333,0.808852499,0.032729714,1.08008055,0.272727273,1.387305479,64,11,-0.006041072,-0.3866286,0.375,1.096983343,0.8,0.3,1.115,22,0.2,4,,,-0.069899003,0.475,0.737430673,0.100388814,0.208333333,2.463283492,-0.260833998,-5.216679963,0.4,0.584880398,0.155324112,6.678936825,0.372093023,1.353034816
401524054,11,Stanford,Oregon State,63,13,0.033652771,2.120124589,0.285714286,1.958141693,0.0,0.307692308,2.330769231,61,1.115384615,29,1.5,39,-0.178286596,0.25,1.711311568,0.252428892,0.322580645,2.155605793,-0.027719287,-0.720701461,0.269230769,1.603730656,0.26406552,8.71416217,0.333333333,2.183675989,66,13,0.616352557,40.67926877,0.560606061,1.606361096,0.75,0.162162162,3.648648649,135,1.594594595,59,2.756756757,102.0,0.374348262,0.590909091,1.193810368,1.100361147,0.5,2.581480998,0.523507143,19.3697643,0.594594595,1.349652271,0.734810499,21.30950447,0.517241379,1.982867371
401524061,12,Stanford,California,57,12,0.0405345,2.310466508,0.298245614,1.513604812,1.0,0.238095238,3.171428571,67,1.333333333,28,0.523809524,11,0.016234517,0.342105263,1.344341668,0.089134466,0.210526316,2.063710032,0.056614254,1.188899343,0.380952381,0.887297301,0.031154643,1.121567166,0.25,2.0703226,83,12,0.220442737,18.29674719,0.445783133,1.339279032,0.666666667,0.204545455,2.754545455,121,0.954545455,42,0.568181818,25.0,0.076656928,0.482758621,1.143602944,0.554025815,0.36,1.948049083,0.029610246,1.302850824,0.454545455,0.922139623,0.435740932,16.99389636,0.435897436,1.830031278
401524065,13,Stanford,Notre Dame,73,14,-0.090584982,-6.61270372,0.315068493,1.369987088,0.8,0.259259259,3.103703704,84,1.296296296,35,2.333333333,63,-0.142788535,0.348837209,1.040266692,-0.01575989,0.266666667,1.988212829,0.309509415,8.356754194,0.37037037,1.508185543,-0.151996935,-6.839862069,0.288888889,1.263680584,63,12,0.471783128,29.72233709,0.698412698,0.99690702,0.8,0.0625,4.595833333,221,1.9375,93,2.041666667,98.0,0.426828644,0.716981132,0.914073093,0.710041896,0.6,1.521521891,0.412654263,19.80740462,0.75,0.740500516,0.660995498,9.914932473,0.533333333,2.150736288
