GameId,Week,Team,Opponent,Offense Plays,Offense Drives,Offense Ppa,Offense TotalPPA,Offense SuccessRate,Offense Explosiveness,Offense PowerSuccess,Offense StuffRate,Offense LineYards,Offense LineYardsTotal,Offense SecondLevelYards,Offense SecondLevelYardsTotal,Offense OpenFieldYards,Offense OpenFieldYardsTotal,Offense StandardDowns Ppa,Offense StandardDowns SuccessRate,Offense StandardDowns Explosiveness,Offense PassingDowns Ppa,Offense PassingDowns SuccessRate,Offense PassingDowns Explosiveness,Offense RushingPlays Ppa,Offense RushingPlays TotalPPA,Offense RushingPlays SuccessRate,Offense RushingPlays Explosiveness,Offense PassingPlays Ppa,Offense PassingPlays TotalPPA,Offense PassingPlays SuccessRate,Offense PassingPlays Explosiveness,Defense Plays,Defense Drives,Defense Ppa,Defense TotalPPA,Defense SuccessRate,Defense Explosiveness,Defense PowerSuccess,Defense StuffRate,Defense LineYards,Defense LineYardsTotal,Defense SecondLevelYards,Defense SecondLevelYardsTotal,Defense OpenFieldYards,Defense OpenFieldYardsTotal,Defense StandardDowns Ppa,Defense StandardDowns SuccessRate,Defense StandardDowns Explosiveness,Defense PassingDowns Ppa,Defense PassingDowns SuccessRate,Defense PassingDowns Explosiveness,Defense RushingPlays Ppa,Defense RushingPlays TotalPPA,Defense RushingPlays SuccessRate,Defense RushingPlays Explosiveness,Defense PassingPlays Ppa,Defense PassingPlays TotalPPA,Defense PassingPlays SuccessRate,Defense PassingPlays Explosiveness
401523988,1,Stanford,Hawai'i,67,11,0.2320125936012696,15.544843771285066,0.4626865671641791,1.2417529415236337,0.5555555555555556,0.2424242424242424,2.6515151515151514,88,0.9696969696969696,32,1.3333333333333333,44,0.1358079475224637,0.4705882352941176,1.055375999928555,0.5386649029774636,0.4375,1.8807595984210452,0.046746659,1.5426397608108102,0.4242424242424242,0.9352862885312104,0.411829529719831,14.002204010474255,0.5,1.494137243987982,67,11,0.2004689978919245,13.431422858758944,0.3582089552238806,1.6979747625275623,0.0,0.2,1.94,19,0.5,5,1.1,11.0,-0.105415575,0.358974359,1.2132270582308815,0.6265225105512484,0.3571428571428571,2.376621548542916,-0.090584673,-0.905846735,0.2,1.3256024800859487,0.2515310455042103,14.337269593739988,0.3859649122807017,1.731826788204073
401524003,2,Stanford,USC,66,14,-0.122132873,-8.06076961,0.3939393939393939,1.1569766973076707,0.3333333333333333,0.2307692307692307,1.8846153846153848,74,1.1282051282051282,44,2.230769230769231,87,-0.112439167,0.4375,1.0389741619631914,-0.147982754,0.2777777777777778,1.6525873457544846,0.03233789,1.2611777144434868,0.4358974358974359,1.1171864112315355,-0.102296214,-2.659701554,0.3461538461538461,1.2321361265625923,66,13,0.5185131360799871,34.22186698127914,0.5909090909090909,1.1936316088304006,0.75,0.1034482758620689,3.889655172413793,113,1.7241379310344829,50,1.7586206896551724,51.0,0.507253666,0.6153846153846154,1.1788464755369692,0.5603340244258176,0.5,1.261220789600373,0.3446319794775078,9.994327404847724,0.5517241379310345,1.0095591256639294,0.6547983669305789,24.22753957643142,0.6216216216216216,1.3216820319027285
401524016,4,Stanford,Arizona,66,10,0.1533725659612086,10.122589353439771,0.4090909090909091,1.3519929563769544,1.0,0.2413793103448276,2.541379310344828,74,0.9655172413793104,28,1.3793103448275863,40,-0.09133474,0.4722222222222222,0.7773871344382844,0.4470213327898117,0.3333333333333333,2.3288228536726936,0.1759363976090426,5.102155530662237,0.4827586206896552,0.9241978165439624,0.135687400615609,5.0204338227775365,0.3513513513513513,1.8126954146586385,67,11,0.1777330292101628,11.908112957080911,0.5373134328358209,0.9563838887307422,0.6666666666666666,0.2285714285714285,3.357142857142857,118,0.9428571428571428,33,0.4,14.0,0.1208644650931751,0.5769230769230769,0.8270913517550498,0.3748773848157202,0.4,1.6028465736092048,0.2765415811911632,9.678955341690711,0.6285714285714286,0.7950734642330298,0.069661175,2.229157615390198,0.4375,1.209871698655719
401524024,5,Stanford,Oregon,70,9,-0.104485172,-7.313962035,0.3571428571428571,1.0706782808424402,0.5,0.1951219512195122,2.2707317073170734,93,0.7317073170731707,30,0.1463414634146341,6,-0.147775041,0.4347826086956521,0.8772788001452265,-0.021512923,0.2083333333333333,1.8442762036312943,-0.101407413,-4.157703949,0.3658536585365853,0.9764700645454684,-0.108836486,-3.156258086,0.3448275862068966,1.2119906052878977,61,10,0.5823475088539495,35.52319804009092,0.6229508196721312,1.25766548471005,1.0,0.1428571428571428,4.082142857142857,114,1.8928571428571428,53,2.25,63.0,0.5209394342218208,0.6595744680851063,1.122129106914032,0.7885031879760956,0.5,1.8578980149495583,0.491598235227259,13.764750586363254,0.6071428571428571,1.15290055,0.6593468925372019,21.758447453727666,0.6363636363636364,1.3424751938952215
401524029,7,Stanford,Colorado,86,14,0.2557884106777663,21.997803318287907,0.4767441860465116,1.2168169583272004,1.0,0.1666666666666666,3.188888888888889,115,0.9722222222222222,35,0.2222222222222222,8,0.1204550970167597,0.5161290322580645,0.9262396264482772,0.6053994709687003,0.375,2.2499808050078163,0.1994918537506271,7.181706735022578,0.5555555555555556,0.7299587690281255,0.2963219316653066,14.816096583265333,0.42,1.6804914243263191,82,13,0.3319275266891011,27.218057188506293,0.524390244,1.1584353033053088,0.8333333333333334,0.064516129,3.8806451612903223,120,1.064516129032258,33,1.2258064516129032,38.0,0.1571224459002811,0.5714285714285714,0.8769009469047839,0.9115443735151882,0.3684210526315789,2.6063262790794366,0.1456508222265447,4.515175489022887,0.5806451612903226,0.5015099920888961,0.4451545431271255,22.7028816994834,0.4901960784313725,1.631421527381126
401524036,8,Stanford,UCLA,62,13,0.02335331,1.447905189491791,0.3225806451612903,1.309574071368737,0.0,0.3571428571428571,2.05,29,1.4285714285714286,20,1.5,21,-0.239895037,0.3243243243243243,0.8737796300060512,0.412960862,0.32,1.9632657334127648,-0.235594404,-3.298321662,0.3571428571428571,0.7551813337612046,0.098879726,4.746226851027063,0.3125,1.4943716505712477,88,14,0.2787433038264881,24.52941073673096,0.5,1.185994219810355,0.25,0.26,3.084,154,1.14,57,0.82,41.0,0.1079132805853869,0.5166666666666667,0.8093075516265092,0.6448076393431335,0.4642857142857143,2.084247043941064,0.1502276029847996,7.511380149239981,0.5,0.8631945104332456,0.4478429101971309,17.018030587490976,0.5,1.610730679517078
401524042,9,Stanford,Washington,80,14,0.2964449531346517,23.715596250772133,0.4875,1.149510123473076,0.7142857142857143,0.066666667,3.56,107,1.0333333333333332,31,0.5,15,0.3210876126703908,0.5245901639344263,1.112547155397996,0.2173290462041208,0.3684210526315789,1.318483692,0.3843359502532464,11.530078507597391,0.5666666666666667,1.001773500908099,0.2437103548634948,12.185517743174742,0.44,1.2636702409096492,63,14,0.2230627927575398,14.052955943725012,0.4761904761904761,1.2556860380656267,1.0,0.1538461538461538,3.1961538461538463,83,1.0,26,0.2307692307692307,6.0,0.1366043513633967,0.5714285714285714,0.9188996641709608,0.3959796755458261,0.2857142857142857,2.6028315336442907,-0.141158479,-3.670120452,0.4615384615384615,0.3927490699502099,0.6150881470247076,22.143173292889475,0.5,1.8309773501425712
401524050,10,Stanford,Washington State,70,11,-0.0624239,-4.369673013,0.3,1.0567609191972689,0.7142857142857143,0.2777777777777778,2.1333333333333333,77,0.5277777777777778,19,0.083333333,3,-0.154456748,0.3636363636363636,0.8371117953854244,0.093323997,0.1923076923076923,1.759638115395171,-0.160478234,-5.777216411,0.3333333333333333,0.8088524991097416,0.032729714,1.08008055,0.2727272727272727,1.3873054793139716,64,11,-0.006041072,-0.3866286,0.375,1.0969833434027556,0.8,0.3,1.115,22,0.2,4,,,-0.069899003,0.475,0.7374306726446508,0.1003888135964456,0.2083333333333333,2.4632834922835536,-0.260833998,-5.216679963,0.4,0.5848803975982765,0.1553241122182605,6.678936825385203,0.3720930232558139,1.3530348163049952
401524054,11,Stanford,Oregon State,63,13,0.033652771249176,2.1201245886980926,0.2857142857142857,1.9581416930105155,0.0,0.3076923076923077,2.330769230769231,61,1.1153846153846154,29,1.5,39,-0.178286596,0.25,1.711311568109556,0.2524288922457173,0.3225806451612903,2.1556057929312837,-0.027719287,-0.720701461,0.2692307692307692,1.6037306564236162,0.2640655203080139,8.71416217,0.3333333333333333,2.1836759890203608,66,13,0.6163525571559084,40.67926877228996,0.5606060606060606,1.6063610957591552,0.75,0.1621621621621621,3.6486486486486487,135,1.5945945945945943,59,2.756756756756757,102.0,0.3743482622140331,0.5909090909090909,1.193810367861624,1.100361147039659,0.5,2.581480998062411,0.5235071431979392,19.36976429832375,0.5945945945945946,1.3496522713991816,0.7348104991022829,21.309504473966207,0.5172413793103449,1.9828673714871163
401524061,12,Stanford,California,57,12,0.0405345,2.3104665082821976,0.2982456140350877,1.5136048123513866,1.0,0.238095238095238,3.1714285714285717,67,1.3333333333333333,28,0.5238095238095238,11,0.0162345169697221,0.3421052631578947,1.344341667881942,0.089134466,0.2105263157894736,2.063710031877082,0.0566142544116267,1.1888993426441623,0.3809523809523809,0.8872973007685718,0.031154643,1.121567165638035,0.25,2.0703226004249995,83,12,0.2204427371780928,18.296747185781705,0.4457831325301205,1.339279032137542,0.6666666666666666,0.2045454545454545,2.7545454545454544,121,0.9545454545454546,42,0.5681818181818182,25.0,0.076656928,0.4827586206896552,1.143602944400685,0.5540258149342547,0.36,1.9480490828744303,0.0296102460001919,1.3028508240084442,0.4545454545454545,0.9221396227431732,0.4357409323531605,16.99389636177326,0.4358974358974359,1.8300312784838584
